citrusfruit,semi-finished bread,margarine,ready soups,butter,curd,grapes,pork,curd
buttermilk,citrusfruit,,,,,,,
buttermilk,curd,,,,,,,
buttermilk,domesticeggs,brownbread,,,,,,
buttermilk,domesticeggs,pork,brownbread,yogurt,,,,
buttermilk,domesticeggs,soft cheese,yogurt,,,,,
buttermilk,frozen fish,wholemilk,yogurt,,,,,
buttermilk,frozen vegetables,beef,,beef,tropicalfruit,,,
buttermilk,meat,wholemilk,wholemilk,rolls/buns,wholemilk,,,
buttermilk,meat,,,,,,,
buttermilk,meat spreads,,,,,,,
buttermilk,pork,citrusfruit,wholemilk,root vegetables,brownbread,,,
buttermilk,pork,domesticeggs,curd,,,,,
buttermilk,pork,frozen vegetables,wholemilk,grapes,yogurt,,,
buttermilk,pork,pip fruit,yogurt,,,,,
buttermilk,rolls/buns,butter,,pork,pork,,,
buttermilk,rolls/buns,frozen potato products,butter,,,,,
buttermilk,rolls/buns,wholemilk,curd,root vegetables,domesticeggs,wholemilk,domesticeggs,pork
buttermilk,rolls/buns,,,,,,,
buttermilk,rolls/buns,,,,,,,
buttermilk,root vegetables,frozen vegetables,butter,root vegetables,yogurt,,,
buttermilk,root vegetables,root vegetables,wholemilk,wholemilk,other vegetables,,,
buttermilk,root vegetables,yogurt,buttermilk,,,,,
buttermilk,root vegetables,,,,,,,
buttermilk,tropicalfruit,butter,,,,,,
buttermilk,tropicalfruit,frozen potato products,curd,grapes,domesticeggs,,,
buttermilk,tropicalfruit,root vegetables,yogurt,butter,frozen vegetables,,,
buttermilk,wholemilk,other vegetables,,grapes,tropicalfruit,fruit/vegetable juice,fruit/vegetable juice,pip fruit
buttermilk,wholemilk,pip fruit,,,,,,
buttermilk,wholemilk,root vegetables,domesticeggs,butter,,,,
buttermilk,wholemilk,,,,,,,
buttermilk,wholemilk,,,,,,,
buttermilk,yogurt,other vegetables,wholemilk,,,,,
buttermilk,yogurt,wholemilk,,wholemilk,fruit/vegetable juice,,,
buttermilk,yogurt,wholemilk,yogurt,domesticeggs,other vegetables,brownbread,yogurt,specialty chocolate
buttermilk,yogurt,yogurt,,pork,brownbread,,,
buttermilk,yogurt,,,,,,,
cannedfish,curd cheese,,,,,,,
cannedfish,rolls/buns,curd,,yogurt,butter,,,
cannedfish,rolls/buns,,,,,,,
canned fruit,beef,,,,,,,
canned fruit,tropicalfruit,wholemilk,,cream cheese ,wholemilk,,,
canned vegetables,meat,,,,,,,
canned vegetables,pork,,,,,,,
canned vegetables,rolls/buns,,,,,,,
canned vegetables,soft cheese,,,,,,,
canned vegetables,tropicalfruit,citrusfruit,curd,citrusfruit,wholemilk,,,
canned vegetables,wholemilk,pork,,,,,,
canned vegetables,wholemilk,,,,,,,
canned vegetables,wholemilk,,,,,,,
cereals,meat,yogurt,,wholemilk,,,,
cereals,rolls/buns,wholemilk,,tropicalfruit,,,,
cereals,root vegetables,specialty chocolate,,,,,,
cereals,root vegetables,,,,,,,
cereals,yogurt,,,,,,,
chicken,beef,beef,,beef,frozen fish,,,
chicken,beef,brownbread,yogurt,yogurt,wholemilk,brownbread,yogurt,curd
chicken,beef,butter,wholemilk,packaged fruit/vegetables,,,,
chicken,beef,citrusfruit,butter,,,,,
chicken,beef,root vegetables,buttermilk,rolls/buns,curd,yogurt,other vegetables,wholemilk
chicken,beef,root vegetables,,rolls/buns,,,,
chicken,beef,specialty chocolate,,yogurt,brownbread,,,
chicken,beef,spread cheese,butter,,,,,
chicken,beef,wholemilk,wholemilk,spread cheese,canned fruit,tropicalfruit,canned vegetables,root vegetables
chicken,beef,wholemilk,yogurt,,,,,
chicken,beef,,,,,,,
chicken,beef,,,,,,,
chicken,beef,,,,,,,
chicken,beef,,,,,,,
chicken,beef,,,,,,,
chicken,brownbread,butter,domesticeggs,beef,yogurt,,,
chicken,brownbread,root vegetables,yogurt,tropicalfruit,citrusfruit,,,
chicken,brownbread,wholemilk,,nuts/prunes,domesticeggs,,,
chicken,brownbread,,,,,,,
chicken,brownbread,,,,,,,
chicken,brownbread,,,,,,,
chicken,butter,fruit/vegetable juice,yogurt,tropicalfruit,pork,tropicalfruit,other vegetables,pip fruit
chicken,butter,pip fruit,wholemilk,pork,yogurt,,,
chicken,butter,pip fruit,yogurt,,,,,
chicken,butter,,,,,,,
chicken,butter,,,,,,,
chicken,butter,,,,,,,
chicken,buttermilk,pip fruit,curd,domesticeggs,yogurt,,,
chicken,buttermilk,wholemilk,wholemilk,buttermilk,fish,,,
chicken,buttermilk,wholemilk,yogurt,rolls/buns,,,,
chicken,buttermilk,,,,,,,
chicken,buttermilk,,,,,,,
chicken,buttermilk,,,,,,,
chicken,buttermilk,,,,,,,
chicken,buttermilk,,,,,,,
chicken,cannedfish,wholemilk,wholemilk,,,,,
chicken,cannedfish,,,,,,,
chicken,canned fruit,canned vegetables,brownbread,,,,,
chicken,cereals,,,,,,,
chicken,citrusfruit,beef,yogurt,frozen meals,,,,
chicken,citrusfruit,brownbread,yogurt,wholemilk,wholemilk,,,
chicken,citrusfruit,butter,,,,,,
chicken,citrusfruit,butter,,fruit/vegetable juice,wholemilk,,,
chicken,citrusfruit,buttermilk,,wholemilk,,,,
chicken,citrusfruit,citrusfruit,yogurt,fish,flour,,,
chicken,citrusfruit,other vegetables,curd,wholemilk,root vegetables,,,
chicken,citrusfruit,other vegetables,yogurt,,,,,
chicken,citrusfruit,pip fruit,wholemilk,packaged fruit/vegetables,condensed milk,,,
chicken,citrusfruit,root vegetables,wholemilk,wholemilk,other vegetables,,,
chicken,citrusfruit,wholemilk,wholemilk,fruit/vegetable juice,wholemilk,,,
chicken,citrusfruit,yogurt,,hamburger meat,meat,,,
chicken,citrusfruit,yogurt,yogurt,grapes,butter,,,
chicken,citrusfruit,,,,,,,
chicken,citrusfruit,,,,,,,
chicken,citrusfruit,,,,,,,
chicken,citrusfruit,,,,,,,
chicken,citrusfruit,,,,,,,
chicken,citrusfruit,,,,,,,
chicken,citrusfruit,,,,,,,
chicken,citrusfruit,,,,,,,
chicken,citrusfruit,,,,,,,
chicken,citrusfruit,,,,,,,
chicken,condensed milk,wholemilk,yogurt,wholemilk,yogurt,,,
chicken,condensed milk,,,,,,,
chicken,cream cheese ,root vegetables,,,,,,
chicken,cream cheese ,soft cheese,,,,,,
chicken,cream cheese ,yogurt,,,,,,
chicken,cream cheese ,,,,,,,
chicken,cream cheese ,,,,,,,
chicken,curd,butter,domesticeggs,,,,,
chicken,curd,domesticeggs,,,,,,
chicken,curd,other vegetables,yogurt,brownbread,wholemilk,,,
chicken,curd,root vegetables,domesticeggs,wholemilk,wholemilk,,,
chicken,curd,wholemilk,,,,,,
chicken,curd,yogurt,,fruit/vegetable juice,pork,,,
chicken,curd,,,,,,,
chicken,curd,,,,,,,
chicken,curd,,,,,,,
chicken,curd,,,,,,,
chicken,curd,,,,,,,
chicken,curd,,,,,,,
chicken,curd cheese,,,,,,,
chicken,domesticeggs,other vegetables,yogurt,curd,wholemilk,,,
chicken,domesticeggs,root vegetables,wholemilk,hamburger meat,brownbread,,,
chicken,domesticeggs,,,,,,,
chicken,domesticeggs,,,,,,,
chicken,frozen fish,other vegetables,,root vegetables,,,,
chicken,frozen fish,,,,,,,
chicken,frozen meals,other vegetables,,,,,,
chicken,frozen meals,root vegetables,nut snack,tropicalfruit,wholemilk,,,
chicken,frozen meals,wholemilk,brownbread,yogurt,wholemilk,,,
chicken,frozen meals,,,,,,,
chicken,frozen vegetables,frozen vegetables,brownbread,,,,,
chicken,frozen vegetables,frozen vegetables,domesticeggs,,,,,
chicken,frozen vegetables,wholemilk,,tropicalfruit,domesticeggs,,,
chicken,frozen vegetables,wholemilk,,meat,brownbread,,,
chicken,frozen vegetables,,,,,,,
chicken,frozen vegetables,,,,,,,
chicken,fruit/vegetable juice,cream,,root vegetables,other vegetables,,,
chicken,fruit/vegetable juice,frozen meals,,,,,,
chicken,fruit/vegetable juice,other vegetables,,meat,butter,root vegetables,domesticeggs,domesticeggs
chicken,fruit/vegetable juice,other vegetables,,,,,,
chicken,fruit/vegetable juice,pork,yogurt,,,,,
chicken,fruit/vegetable juice,wholemilk,beef,,,,,
chicken,fruit/vegetable juice,yogurt,curd,,,,,
chicken,fruit/vegetable juice,,,,,,,
chicken,fruit/vegetable juice,,,,,,,
chicken,fruit/vegetable juice,,,,,,,
chicken,grapes,root vegetables,,tropicalfruit,wholemilk,,,
chicken,grapes,,,,,,,
chicken,grapes,,,,,,,
chicken,hamburger meat,beef,,,,,,
chicken,hamburger meat,fruit/vegetable juice,,rolls/buns,root vegetables,,,
chicken,hamburger meat,hamburger meat,wholemilk,wholemilk,domesticeggs,,,
chicken,hamburger meat,wholemilk,,,,,,
chicken,hamburger meat,,,,,,,
chicken,hamburger meat,,,,,,,
chicken,hamburger meat,,,,,,,
chicken,meat,other vegetables,wholemilk,,,,,
chicken,meat,pip fruit,yogurt,wholemilk,,,,
chicken,meat,wholemilk,,,,,,
chicken,meat,,,,,,,
chicken,meat spreads,,,,,,,
chicken,nut snack,other vegetables,,,,,,
chicken,nut snack,,,,,,,
chicken,packaged fruit/vegetables,,,,,,,
chicken,packaged fruit/vegetables,,,,,,,
chicken,pork,wholemilk,brownbread,,,,,
chicken,pork,wholemilk,yogurt,yogurt,frozen meals,,,
chicken,pork,yogurt,tropicalfruit,citrusfruit,tropicalfruit,,,
chicken,pork,,,,,,,
chicken,pork,,,,,,,
chicken,pork,,,,,,,
chicken,pork,,,,,,,
chicken,rolls/buns,brownbread,,,,,,
chicken,rolls/buns,butter,butter,,,,,
chicken,rolls/buns,cannedfish,,yogurt,yogurt,,,
chicken,rolls/buns,curd,yogurt,wholemilk,other vegetables,,,
chicken,rolls/buns,frozen fish,domesticeggs,brownbread,butter,,,
chicken,rolls/buns,frozen meals,wholemilk,beef,specialty chocolate,,,
chicken,rolls/buns,frozen vegetables,wholemilk,rolls/buns,other vegetables,,,
chicken,rolls/buns,fruit/vegetable juice,yogurt,hamburger meat,root vegetables,,,
chicken,rolls/buns,fruit/vegetable juice,yogurt,,,,,
chicken,rolls/buns,grapes,buttermilk,,,,,
chicken,rolls/buns,other vegetables,,,,,,
chicken,rolls/buns,other vegetables,yogurt,cannedfish,,,,
chicken,rolls/buns,root vegetables,curd,hamburger meat,frozen meals,,,
chicken,rolls/buns,soft cheese,brownbread,rolls/buns,pip fruit,,,
chicken,rolls/buns,spread cheese,yogurt,cannedfish,buttermilk,,,
chicken,rolls/buns,tropicalfruit,butter,yogurt,,,,
chicken,rolls/buns,wholemilk,,yogurt,nut snack,,,
chicken,rolls/buns,wholemilk,wholemilk,cream cheese ,butter,,,
chicken,rolls/buns,wholemilk,wholemilk,pork,chicken,,,
chicken,rolls/buns,,,,,,,
chicken,rolls/buns,,,,,,,
chicken,rolls/buns,,,,,,,
chicken,rolls/buns,,,,,,,
chicken,rolls/buns,,,,,,,
chicken,rolls/buns,,,,,,,
chicken,rolls/buns,,,,,,,
chicken,rolls/buns,,,,,,,
chicken,rolls/buns,,,,,,,
chicken,rolls/buns,,,,,,,
chicken,rolls/buns,,,,,,,
chicken,rolls/buns,,,,,,,
chicken,rolls/buns,,,,,,,
chicken,root vegetables,brownbread,,,,,,
chicken,root vegetables,buttermilk,beef,,,,,
chicken,root vegetables,curd,butter,yogurt,other vegetables,,,
chicken,root vegetables,domesticeggs,grapes,,,,,
chicken,root vegetables,frozen fish,,curd,wholemilk,,,
chicken,root vegetables,grapes,wholemilk,yogurt,other vegetables,,,
chicken,root vegetables,hamburger meat,domesticeggs,,,,,
chicken,root vegetables,other vegetables,,root vegetables,curd,,,
chicken,root vegetables,other vegetables,yogurt,rolls/buns,,,,
chicken,root vegetables,pip fruit,,,,,,
chicken,root vegetables,root vegetables,tropicalfruit,tropicalfruit,tropicalfruit,,,
chicken,root vegetables,root vegetables,yogurt,,,,,
chicken,root vegetables,specialty chocolate,yogurt,tropicalfruit,butter,,,
chicken,root vegetables,wholemilk,butter,wholemilk,root vegetables,,,
chicken,root vegetables,wholemilk,buttermilk,root vegetables,pork,,,
chicken,root vegetables,wholemilk,,,,,,
chicken,root vegetables,wholemilk,,beef,other vegetables,tropicalfruit,,
chicken,root vegetables,wholemilk,wholemilk,,,,,
chicken,root vegetables,wholemilk,yogurt,,,,,
chicken,root vegetables,yogurt,domesticeggs,,,,,
chicken,root vegetables,,,,,,,
chicken,root vegetables,,,,,,,
chicken,root vegetables,,,,,,,
chicken,root vegetables,,,,,,,
chicken,root vegetables,,,,,,,
chicken,root vegetables,,,,,,,
chicken,root vegetables,,,,,,,
chicken,root vegetables,,,,,,,
chicken,root vegetables,,,,,,,
chicken,root vegetables,,,,,,,
chicken,root vegetables,,,,,,,
chicken,root vegetables,,,,,,,
chicken,root vegetables,,,,,,,
chicken,root vegetables,,,,,,,
chicken,root vegetables,,,,,,,
chicken,root vegetables,,,,,,,
chicken,root vegetables,,,,,,,
chicken,soft cheese,other vegetables,,,,,,
chicken,soft cheese,soft cheese,,wholemilk,wholemilk,,,
chicken,spread cheese,butter,,wholemilk,citrusfruit,,,
chicken,spread cheese,canned vegetables,,rolls/buns,,,,
chicken,spread cheese,pip fruit,,root vegetables,root vegetables,,,
chicken,tropicalfruit,brownbread,cereals,,,,,
chicken,tropicalfruit,citrusfruit,wholemilk,rolls/buns,wholemilk,,,
chicken,tropicalfruit,citrusfruit,wholemilk,,,,,
chicken,tropicalfruit,curd,buttermilk,,,,,
chicken,tropicalfruit,curd,domesticeggs,citrusfruit,wholemilk,,,
chicken,tropicalfruit,domesticeggs,brownbread,rolls/buns,root vegetables,,,
chicken,tropicalfruit,domesticeggs,butter,,,,,
chicken,tropicalfruit,frozen vegetables,brownbread,,,,,
chicken,tropicalfruit,fruit/vegetable juice,,cream cheese ,curd,,,
chicken,tropicalfruit,grapes,,,,,,
chicken,tropicalfruit,other vegetables,wholemilk,,,,,
chicken,tropicalfruit,pip fruit,curd,wholemilk,yogurt,,,
chicken,tropicalfruit,pip fruit,wholemilk,,,,,
chicken,tropicalfruit,pork,wholemilk,brownbread,yogurt,,,
chicken,tropicalfruit,root vegetables,yogurt,,,,,
chicken,tropicalfruit,wholemilk,citrusfruit,root vegetables,,,,
chicken,tropicalfruit,wholemilk,domesticeggs,,,,,
chicken,tropicalfruit,wholemilk,,,,,,
chicken,tropicalfruit,wholemilk,,,,,,
chicken,tropicalfruit,yogurt,domesticeggs,,,,,
chicken,tropicalfruit,yogurt,wholemilk,,,,,
chicken,tropicalfruit,,,,,,,
chicken,tropicalfruit,,,,,,,
chicken,tropicalfruit,,,,,,,
chicken,tropicalfruit,,,,,,,
chicken,tropicalfruit,,,,,,,
chicken,tropicalfruit,,,,,,,
chicken,tropicalfruit,,,,,,,
chicken,tropicalfruit,,,,,,,
chicken,tropicalfruit,,,,,,,
chicken,tropicalfruit,,,,,,,
chicken,tropicalfruit,,,,,,,
chicken,tropicalfruit,,,,,,,
chicken,tropicalfruit,,,,,,,
chicken,wholemilk,brownbread,domesticeggs,root vegetables,wholemilk,other vegetables,butter,wholemilk
chicken,wholemilk,buttermilk,citrusfruit,tropicalfruit,curd,chicken,domesticeggs,butter
chicken,wholemilk,curd,buttermilk,,,,,
chicken,wholemilk,domesticeggs,,,,,,
chicken,wholemilk,frozen fish,wholemilk,,,,,
chicken,wholemilk,frozen meals,curd,,,,,
chicken,wholemilk,fruit/vegetable juice,,citrusfruit,fruit/vegetable juice,,,
chicken,wholemilk,fruit/vegetable juice,tropicalfruit,,,,,
chicken,wholemilk,meat,,root vegetables,wholemilk,,,
chicken,wholemilk,other vegetables,wholemilk,rolls/buns,soft cheese,,,
chicken,wholemilk,other vegetables,wholemilk,spread cheese,yogurt,,,
chicken,wholemilk,pip fruit,curd cheese,,,,,
chicken,wholemilk,pip fruit,,tropicalfruit,pip fruit,,,
chicken,wholemilk,root vegetables,,wholemilk,domesticeggs,,,
chicken,wholemilk,specialty cheese,,rolls/buns,pip fruit,yogurt,root vegetables,root vegetables
chicken,wholemilk,wholemilk,butter,wholemilk,wholemilk,,,
chicken,wholemilk,wholemilk,citrusfruit,,,,,
chicken,wholemilk,wholemilk,curd,wholemilk,yogurt,,,
chicken,wholemilk,wholemilk,domesticeggs,root vegetables,chicken,,,
chicken,wholemilk,wholemilk,domesticeggs,,,,,
chicken,wholemilk,wholemilk,yogurt,rolls/buns,curd,,,
chicken,wholemilk,wholemilk,yogurt,yogurt,wholemilk,,,
chicken,wholemilk,wholemilk,yogurt,,,,,
chicken,wholemilk,,,,,,,
chicken,wholemilk,,,,,,,
chicken,wholemilk,,,,,,,
chicken,wholemilk,,,,,,,
chicken,wholemilk,,,,,,,
chicken,wholemilk,,,,,,,
chicken,wholemilk,,,,,,,
chicken,wholemilk,,,,,,,
chicken,wholemilk,,,,,,,
chicken,wholemilk,,,,,,,
chicken,wholemilk,,,,,,,
chicken,wholemilk,,,,,,,
chicken,wholemilk,,,,,,,
chicken,wholemilk,,,,,,,
chicken,wholemilk,,,,,,,
chicken,wholemilk,,,,,,,
chicken,wholemilk,,,,,,,
chicken,wholemilk,,,,,,,
chicken,wholemilk,,,,,,,
chicken,wholemilk,,,,,,,
chicken,wholemilk,,,,,,,
chicken,yogurt,brownbread,,wholemilk,specialty chocolate,,,
chicken,yogurt,butter,tropicalfruit,,,,,
chicken,yogurt,curd,wholemilk,citrusfruit,,,,
chicken,yogurt,domesticeggs,wholemilk,frozen vegetables,wholemilk,,,
chicken,yogurt,frozen potato products,domesticeggs,wholemilk,grapes,,,
chicken,yogurt,other vegetables,,yogurt,domesticeggs,,,
chicken,yogurt,other vegetables,grapes,rolls/buns,other vegetables,,,
chicken,yogurt,other vegetables,wholemilk,,,,,
chicken,yogurt,tropicalfruit,tropicalfruit,wholemilk,tropicalfruit,,,
chicken,yogurt,wholemilk,brownbread,wholemilk,pip fruit,,,
chicken,yogurt,wholemilk,,,,,,
chicken,yogurt,wholemilk,,yogurt,tropicalfruit,,,
chicken,yogurt,yogurt,wholemilk,,,,,
chicken,yogurt,,,,,,,
chicken,yogurt,,,,,,,
chicken,yogurt,,,,,,,
chicken,yogurt,,,,,,,
chicken,yogurt,,,,,,,
chicken,yogurt,,,,,,,
chicken,yogurt,,,,,,,
chicken,yogurt,,,,,,,
chicken,yogurt,,,,,,,
chicken,yogurt,,,,,,,
chicken,yogurt,,,,,,,
chicken,yogurt,,,,,,,
citrusfruit,beef,beef,curd,,,,,
citrusfruit,beef,beef,wholemilk,root vegetables,wholemilk,,,
citrusfruit,beef,condensed milk,butter,wholemilk,yogurt,pip fruit,tropicalfruit,curd
citrusfruit,beef,other vegetables,butter,wholemilk,tropicalfruit,,,
citrusfruit,beef,pip fruit,domesticeggs,,,,,
citrusfruit,beef,root vegetables,curd,buttermilk,domesticeggs,,,
citrusfruit,beef,root vegetables,,domesticeggs,,,,
citrusfruit,beef,spices,wholemilk,butter,fruit/vegetable juice,tropicalfruit,other vegetables,yogurt
citrusfruit,beef,wholemilk,,butter,brownbread,,,
citrusfruit,beef,wholemilk,,,,,,
citrusfruit,beef,yogurt,,tropicalfruit,wholemilk,,,
citrusfruit,beef,yogurt,,,,,,
citrusfruit,beef,yogurt,wholemilk,pork,other vegetables,,,
citrusfruit,beef,,,,,,,
citrusfruit,beef,,,,,,,
citrusfruit,beef,,,,,,,
citrusfruit,beef,,,,,,,
citrusfruit,beef,,,,,,,
citrusfruit,beef,,,,,,,
citrusfruit,beef,,,,,,,
citrusfruit,beef,,,,,,,
citrusfruit,beef,,,,,,,
citrusfruit,brownbread,fish,,hamburger meat,other vegetables,,,
citrusfruit,brownbread,frozen vegetables,,,,,,
citrusfruit,brownbread,other vegetables,brownbread,wholemilk,specialty chocolate,,,
citrusfruit,brownbread,other vegetables,,citrusfruit,citrusfruit,,,
citrusfruit,brownbread,pip fruit,cereals,citrusfruit,butter,,,
citrusfruit,brownbread,spread cheese,buttermilk,wholemilk,frozen fruits,,,
citrusfruit,brownbread,wholemilk,brownbread,tropicalfruit,other vegetables,,,
citrusfruit,brownbread,wholemilk,grapes,frozen meals,butter,,,
citrusfruit,brownbread,,,,,,,
citrusfruit,brownbread,,,,,,,
citrusfruit,brownbread,,,,,,,
citrusfruit,brownbread,,,,,,,
citrusfruit,brownbread,,,,,,,
citrusfruit,brownbread,,,,,,,
citrusfruit,brownbread,,,,,,,
citrusfruit,butter,butter,brownbread,rolls/buns,wholemilk,,,
citrusfruit,butter,butter,domesticeggs,rolls/buns,frozen vegetables,,,
citrusfruit,butter,chicken,wholemilk,,,,,
citrusfruit,butter,citrusfruit,,packaged fruit/vegetables,other vegetables,,,
citrusfruit,butter,other vegetables,wholemilk,citrusfruit,pip fruit,,,
citrusfruit,butter,wholemilk,wholemilk,,,,,
citrusfruit,butter,,,,,,,
citrusfruit,butter,,,,,,,
citrusfruit,butter,,,,,,,
citrusfruit,butter,,,,,,,
citrusfruit,butter,,,,,,,
citrusfruit,butter,,,,,,,
citrusfruit,butter,,,,,,,
citrusfruit,butter,,,,,,,
citrusfruit,butter,,,,,,,
citrusfruit,butter,,,,,,,
citrusfruit,buttermilk,root vegetables,,,,,,
citrusfruit,buttermilk,root vegetables,yogurt,wholemilk,pip fruit,,,
citrusfruit,buttermilk,specialty chocolate,domesticeggs,tropicalfruit,root vegetables,,,
citrusfruit,buttermilk,wholemilk,brownbread,,,,,
citrusfruit,buttermilk,wholemilk,wholemilk,,,,,
citrusfruit,buttermilk,,,,,,,
citrusfruit,buttermilk,,,,,,,
citrusfruit,cannedfish,butter,butter,,,,,
citrusfruit,cannedfish,domesticeggs,yogurt,curd,spices,,,
citrusfruit,cannedfish,other vegetables,wholemilk,yogurt,yogurt,,,
citrusfruit,cannedfish,,,,,,,
citrusfruit,cannedfish,,,,,,,
citrusfruit,canned fruit,wholemilk,,,,,,
citrusfruit,canned vegetables,wholemilk,wholemilk,yogurt,other vegetables,,,
citrusfruit,cereals,,,,,,,
citrusfruit,citrusfruit,brownbread,wholemilk,rolls/buns,beef,,,
citrusfruit,citrusfruit,butter,curd,,,,,
citrusfruit,citrusfruit,butter,yogurt,condensed milk,other vegetables,,,
citrusfruit,citrusfruit,buttermilk,,grapes,yogurt,,,
citrusfruit,citrusfruit,frozen vegetables,brownbread,,,,,
citrusfruit,citrusfruit,frozen vegetables,wholemilk,,,,,
citrusfruit,citrusfruit,grapes,,rolls/buns,yogurt,,,
citrusfruit,citrusfruit,other vegetables,brownbread,citrusfruit,,,,
citrusfruit,citrusfruit,other vegetables,curd,cannedfish,other vegetables,,,
citrusfruit,citrusfruit,other vegetables,domesticeggs,butter,beef,,,
citrusfruit,citrusfruit,other vegetables,,,,,,
citrusfruit,citrusfruit,other vegetables,,,,,,
citrusfruit,citrusfruit,pip fruit,yogurt,rolls/buns,domesticeggs,,,
citrusfruit,citrusfruit,tropicalfruit,domesticeggs,tropicalfruit,flour,,,
citrusfruit,citrusfruit,tropicalfruit,domesticeggs,tropicalfruit,pip fruit,butter,soft cheese,hamburger meat
citrusfruit,citrusfruit,wholemilk,grapes,tropicalfruit,condensed milk,,,
citrusfruit,citrusfruit,wholemilk,,wholemilk,hamburger meat,,,
citrusfruit,citrusfruit,wholemilk,wholemilk,frozen fish,yogurt,,,
citrusfruit,citrusfruit,wholemilk,wholemilk,pork,,,,
citrusfruit,citrusfruit,wholemilk,wholemilk,,,,,
citrusfruit,citrusfruit,yogurt,curd,,,,,
citrusfruit,citrusfruit,yogurt,domesticeggs,curd,wholemilk,,,
citrusfruit,citrusfruit,,,,,,,
citrusfruit,citrusfruit,,,,,,,
citrusfruit,citrusfruit,,,,,,,
citrusfruit,citrusfruit,,,,,,,
citrusfruit,citrusfruit,,,,,,,
citrusfruit,citrusfruit,,,,,,,
citrusfruit,citrusfruit,,,,,,,
citrusfruit,citrusfruit,,,,,,,
citrusfruit,citrusfruit,,,,,,,
citrusfruit,citrusfruit,,,,,,,
citrusfruit,condensed milk,brownbread,,,,,,
citrusfruit,condensed milk,,,,,,,
citrusfruit,cream cheese ,butter,butter,wholemilk,wholemilk,root vegetables,domesticeggs,buttermilk
citrusfruit,cream cheese ,cream,,,,,,
citrusfruit,cream cheese ,pip fruit,wholemilk,frozen vegetables,root vegetables,,,
citrusfruit,cream cheese ,,,,,,,
citrusfruit,cream cheese ,,,,,,,
citrusfruit,curd,citrusfruit,,rolls/buns,,,,
citrusfruit,curd,other vegetables,curd,,,,,
citrusfruit,curd,other vegetables,wholemilk,tropicalfruit,other vegetables,,,
citrusfruit,curd,other vegetables,yogurt,,,,,
citrusfruit,curd,tropicalfruit,curd,beef,,,,
citrusfruit,curd,,,,,,,
citrusfruit,curd,,,,,,,
citrusfruit,curd,,,,,,,
citrusfruit,curd,,,,,,,
citrusfruit,curd,,,,,,,
citrusfruit,curd,,,,,,,
citrusfruit,domesticeggs,domesticeggs,yogurt,root vegetables,,,,
citrusfruit,domesticeggs,other vegetables,,wholemilk,yogurt,,,
citrusfruit,domesticeggs,specialty cheese,,meat,other vegetables,,,
citrusfruit,domesticeggs,wholemilk,,,,,,
citrusfruit,domesticeggs,yogurt,butter,,,,,
citrusfruit,domesticeggs,,,,,,,
citrusfruit,domesticeggs,,,,,,,
citrusfruit,domesticeggs,,,,,,,
citrusfruit,fish,fruit/vegetable juice,domesticeggs,yogurt,yogurt,,,
citrusfruit,fish,pip fruit,yogurt,wholemilk,curd,,,
citrusfruit,frozen fish,soft cheese,wholemilk,,,,,
citrusfruit,frozen fish,wholemilk,wholemilk,pork,,,,
citrusfruit,frozen fish,,,,,,,
citrusfruit,frozen fish,,,,,,,
citrusfruit,frozen fish,,,,,,,
citrusfruit,frozen meals,,,,,,,
citrusfruit,frozen meals,,,,,,,
citrusfruit,frozen vegetables,other vegetables,grapes,,,,,
citrusfruit,frozen vegetables,wholemilk,,citrusfruit,pork,,,
citrusfruit,frozen vegetables,,,,,,,
citrusfruit,fruit/vegetable juice,brownbread,wholemilk,,,,,
citrusfruit,fruit/vegetable juice,chicken,buttermilk,rolls/buns,wholemilk,,,
citrusfruit,fruit/vegetable juice,spread cheese,,wholemilk,wholemilk,,,
citrusfruit,fruit/vegetable juice,wholemilk,wholemilk,tropicalfruit,other vegetables,,,
citrusfruit,fruit/vegetable juice,wholemilk,wholemilk,yogurt,yogurt,,,
citrusfruit,fruit/vegetable juice,,,,,,,
citrusfruit,fruit/vegetable juice,,,,,,,
citrusfruit,fruit/vegetable juice,,,,,,,
citrusfruit,grapes,butter,,tropicalfruit,other vegetables,,,
citrusfruit,grapes,meat,,wholemilk,tropicalfruit,,,
citrusfruit,grapes,wholemilk,brownbread,,,,,
citrusfruit,grapes,yogurt,yogurt,frozen vegetables,curd,,,
citrusfruit,grapes,,,,,,,
citrusfruit,hamburger meat,beef,domesticeggs,yogurt,yogurt,,,
citrusfruit,hamburger meat,domesticeggs,brownbread,root vegetables,wholemilk,,,
citrusfruit,hamburger meat,hamburger meat,yogurt,,,,,
citrusfruit,hamburger meat,other vegetables,,,,,,
citrusfruit,hamburger meat,pip fruit,butter,brownbread,root vegetables,,,
citrusfruit,hamburger meat,tropicalfruit,,cream cheese ,wholemilk,,,
citrusfruit,hamburger meat,wholemilk,butter,frozen meals,wholemilk,wholemilk,other vegetables,curd
citrusfruit,hamburger meat,wholemilk,,,,,,
citrusfruit,hamburger meat,wholemilk,wholemilk,,,,,
citrusfruit,hamburger meat,,,,,,,
citrusfruit,hamburger meat,,,,,,,
citrusfruit,hamburger meat,,,,,,,
citrusfruit,hamburger meat,,,,,,,
citrusfruit,hamburger meat,,,,,,,
citrusfruit,meat,tropicalfruit,,,,,,
citrusfruit,meat,wholemilk,curd,,,,,
citrusfruit,meat,,,,,,,
citrusfruit,meat,,,,,,,
citrusfruit,meat,,,,,,,
